term,label,definition
http://purl.obolibrary.org/obo/DDPHENO_0001087,increased chemotaxis to folate,"Increase in extent, amount, or degree of chemotaxis in response to folate."
http://purl.obolibrary.org/obo/DDPHENO_0001381,decreased extracellular glucose level,"Reduction in extent, amount or accumulation of extracellular glucose."
http://purl.obolibrary.org/obo/DDPHENO_0000272,increased number of mitochondria,Quantitative increase in mitochondria.
http://purl.obolibrary.org/obo/DDPHENO_0001306,abolished cAMP-induced cAMP pulse,Complete inability to produce a cAMP pulse upon cAMP stimulation.
http://purl.obolibrary.org/obo/DDPHENO_0001394,abolished protein localization to plasma membrane,Complete inability to localize a protein to the plasma membrane.
http://purl.obolibrary.org/obo/DDPHENO_0000285,decreased infection rate by a gram-positive pathogenic bacterium,"Reduction in extent, amount, or degree of the infection rate by a gram-positive pathogenic bacterium."
http://purl.obolibrary.org/obo/DDPHENO_0001141,aberrant regulation of Rac GTPase activity,"Deviation from the normal, usual, or expected events during the regulation of the activity of a Rac GTPase."
http://purl.obolibrary.org/obo/DDPHENO_0000032,increased sporulation,"Increase in extent, amount, or degree of sporulation."
http://purl.obolibrary.org/obo/DDPHENO_0001319,increased peptidyl-proline modification,Increase in level of modification of proline residues on a peptide.
http://purl.obolibrary.org/obo/DDPHENO_0000504,decreased sporulation,"Reduction in extent, amount, or degree of sporulation."
http://purl.obolibrary.org/obo/DDPHENO_0000298,aberrant lipid binding,"Deviation from the normal, usual, or expected binding  a lipid."
http://purl.obolibrary.org/obo/DDPHENO_0001154,decreased positive regulation of Ras GTPase activity,"Reduction in extent, amount, or degree of positive regulation of Ras GTPase activity."
http://purl.obolibrary.org/obo/DDPHENO_0000045,aberrant phosphatidylinositol metabolism,"Deviation from the normal, usual, or expected events during phosphatidylinositol metabolism."
http://purl.obolibrary.org/obo/DDPHENO_0000517,abolished localization to contractile vacuole,Complete inability to localize to the contractile vacuole.
http://purl.obolibrary.org/obo/DDPHENO_0001167,aberrant chemotaxis to cAMP,"Deviation from the normal, usual, or expected events during the locomotory response to cAMP."
http://purl.obolibrary.org/obo/DDPHENO_0000058,aberrant localization to cell surface,"Deviation from the normal, usual, or expected localization to the cell surface."
http://purl.obolibrary.org/obo/DDPHENO_0001461,aberrant chemotaxis to cAMP in response to DIF-1,"Deviation from the normal, usual, or expected events during the locomotory response to cAMP in response to DIF-1."
http://purl.obolibrary.org/obo/DDPHENO_0000352,decreased macropinocytosis,"Reduction in extent, amount, or degree of macropinocytosis."
http://purl.obolibrary.org/obo/DDPHENO_0001474,"increased intracellular 2,3-bisphosphoglycerate","Increase in amount or accumulation of intracellular 2,3-bisphosphoglycerate."
http://purl.obolibrary.org/obo/DDPHENO_0000365,aberrant prestalk gene expression,"Deviation from the normal, usual, or expected expression of prestalk genes."
http://purl.obolibrary.org/obo/DDPHENO_0001221,aberrant centrosome localization,"Deviation from the normal, usual, or expected localization of the centrosome."
http://purl.obolibrary.org/obo/DDPHENO_0000112,decreased cellular localization,Reduction in amount or accumulation at a certain cellular location.
http://purl.obolibrary.org/obo/DDPHENO_0001487,delayed spindle elongation,Late onset or slower progression of the spindle elongation.
http://purl.obolibrary.org/obo/DDPHENO_0000378,decreased lateral pseudopod suppression,"Reduction in extent, amount, or degree of suppression of lateral pseudopods."
http://purl.obolibrary.org/obo/DDPHENO_0001234,aberrant mitochondrion organization,"Deviation from the normal, usual, or expected events during mitochondrion organization."
http://purl.obolibrary.org/obo/DDPHENO_0001247,aberrant protein amino acid methylation,"Deviation from the normal, usual, or expected events during protein amino acid methylation."
http://purl.obolibrary.org/obo/DDPHENO_0000138,decreased cell-cell adhesion,"Reduction in extent, amount, or degree of cell-cell adhesion."
http://purl.obolibrary.org/obo/DDPHENO_0000432,aberrant glycogen metabolism,"Deviation from the normal, usual, or expected events during glycogen metabolism."
http://purl.obolibrary.org/obo/DDPHENO_0001082,increased number of spherical mitochondria,"Quantitative increase in spherical mitochondria. In Dictyostelium, cells have mitochondria of three different shapes: spherical, rod-like or tubular."
http://purl.obolibrary.org/obo/DDPHENO_0001007,aberrant pinocytosis,"Deviation from the normal, usual, or expected events during pinocytosis."
http://purl.obolibrary.org/obo/DDPHENO_0000445,increased slug migration,"Increase in extent, amount, or degree of migration of slugs."
http://purl.obolibrary.org/obo/DDPHENO_0001301,decreased protein kinase B activity,"Reduction in extent, amount, or degree of protein kinase B activity."
http://purl.obolibrary.org/obo/DDPHENO_0001095,aberrant DIF production,"Deviation from the normal, usual, or expected in the production of DIF."
http://purl.obolibrary.org/obo/DDPHENO_0001314,decreased peptidyl-proline 4-dioxygenase activity,"Reduction in extent, amount, or degree of peptidyl-proline 4-dioxygenase activity."
http://purl.obolibrary.org/obo/DDPHENO_0000040,aberrant response to chemical stimulus,"Deviation from the normal, usual, or expected events during the response to a chemical stimulus."
http://purl.obolibrary.org/obo/DDPHENO_0001327,decreased protein modification,Reduction in level of modification of a protein.
http://purl.obolibrary.org/obo/DDPHENO_0000512,abolished prestalk cell differentiation,Complete inability for differentiation of prestalk cells.
http://purl.obolibrary.org/obo/DDPHENO_0001162,increased superoxide production,Increase in amount or accumulation of superoxide.
http://purl.obolibrary.org/obo/DDPHENO_0000053,decreased contractile vacuole size,Decrease in relative or proportionate dimensions of the contractile vacuole.
http://purl.obolibrary.org/obo/DDPHENO_0001175,decreased aspidocyte differentiation,"Decrease in extent, amount, or degree of differentiation into aspidocytes."
http://purl.obolibrary.org/obo/DDPHENO_0000066,aberrant localization to cytoplasm,"Deviation from the normal, usual, or expected localization to the cytoplasm."
http://purl.obolibrary.org/obo/DDPHENO_0000360,decreased response to cAMP,Reduction in the response to cAMP.
http://purl.obolibrary.org/obo/DDPHENO_0000538,decreased intracellular pteridine level,Reduction in amount or accumulation of intracellular pteridine.
http://purl.obolibrary.org/obo/DDPHENO_0001188,abolished macroautophagy,Complete inability for macroautophagy.
http://purl.obolibrary.org/obo/DDPHENO_0000079,aberrant localization to nuclear envelope,"Deviation from the normal, usual, or expected localization to the nuclear envelope."
http://purl.obolibrary.org/obo/DDPHENO_0001482,aberrant cortical actin cytoskeleton organization,"Deviation from the normal, usual, or expected events during organization of the cortical actin cytoskeleton."
http://purl.obolibrary.org/obo/DDPHENO_0000120,aberrant cell-cell recognition,"Deviation from the normal, usual, or expected events during cell-cell recognition."
http://purl.obolibrary.org/obo/DDPHENO_0001407,increased protein localization to coated pits,Increase in amount or accumulation of a protein to coated pits.
http://purl.obolibrary.org/obo/DDPHENO_0001495,decreased phagolysosome size,Reduction in relative or proportional dimensions of the phagolysosome.
http://purl.obolibrary.org/obo/DDPHENO_0001242,decreased protein level,"Reduction in extent, amount, or degree of protein expression."
http://purl.obolibrary.org/obo/DDPHENO_0000133,increased ABP120 protein level,Increase in amount or accumulation of actin-binding protein.
http://purl.obolibrary.org/obo/DDPHENO_0000399,decreased rate of endocytosis,"Reduction in extent, amount, or degree of endocytosis."
http://purl.obolibrary.org/obo/DDPHENO_0001255,aberrant binding,"Deviation from the normal, usual, or expected binding."
http://purl.obolibrary.org/obo/DDPHENO_0000146,abolished negative chemotaxis,Complete inability for negative chemotaxis.
http://purl.obolibrary.org/obo/DDPHENO_0001002,aberrant organelle morphology,"Deviation from the normal, usual, or expected morphology of organelles."
http://purl.obolibrary.org/obo/DDPHENO_0001090,decreased response to DIF,"Reduction in extent, amount, or degree of the response to DIF."
http://purl.obolibrary.org/obo/DDPHENO_0001268,aberrant non-apoptotic programmed cell death,"Deviation from the normal, usual, or expected events during non-apoptotic programmed cell death."
http://purl.obolibrary.org/obo/DDPHENO_0000159,development arrests at loose mound stage,Development cannot progress past the loose mound stage.
http://purl.obolibrary.org/obo/DDPHENO_0001015,aberrant culmination,"Deviation from the normal, usual, or expected events during culmination."
http://purl.obolibrary.org/obo/DDPHENO_0000453,abolished protein localization to nucleus,Complete inability to localize a protein to the nucleus.
http://purl.obolibrary.org/obo/DDPHENO_0000200,decreased GTP-gamma-S-stimulated guanylyl cyclase activity,"Reduction in extent, amount, or degree of GTP-gamma-S-stimulated guanylyl cyclase activity."
http://purl.obolibrary.org/obo/DDPHENO_0001028,aberrant filopodium formation,"Deviation from the normal, usual, or expected events during filopodium formation."
http://purl.obolibrary.org/obo/DDPHENO_0000466,abolished positive chemotaxis,Complete inability for chemotaxis.
http://purl.obolibrary.org/obo/DDPHENO_0001322,abolished peptidyl-proline modification,Complete inability for peptidyl-proline modification.
http://purl.obolibrary.org/obo/DDPHENO_0000213,increased cell-substrate adhesion,"Increase in extent, amount, or degree of cell-substrate adhesion."
http://purl.obolibrary.org/obo/DDPHENO_0000479,increased sensitivity to DNA-damaging agents,"Decreased tolerance of the normal, usual, or expected events in the presence of DNA damaging agents."
http://purl.obolibrary.org/obo/DDPHENO_0001335,aberrant protein localization to plasma membrane,"Deviation from the normal, usual, or expected events during  localization of a protein from the cytoplasm to the plasma membrane."
http://purl.obolibrary.org/obo/DDPHENO_0000226,increased prestalk A cell differentiation,"Increase in extent, amount, or degree of differentiation into prestalk A cells."
http://purl.obolibrary.org/obo/DDPHENO_0000520,abolished stalk cell differentiation in vitro,Complete inability for differentiation into stalk cells in vitro.
http://purl.obolibrary.org/obo/DDPHENO_0001170,"aberrant cytokinesis, contractile ring contraction","Deviation from the normal, usual, or expected events during contractile ring contraction during cytokinesis."
http://purl.obolibrary.org/obo/DDPHENO_0000061,decreased localization to cell surface,Reduction in amount or accumulation on the cell surface.
http://purl.obolibrary.org/obo/DDPHENO_0001348,aberrant protein serine phosphorylation,"Deviation from the normal, usual, or expected events during serine phosphorylation of a protein."
http://purl.obolibrary.org/obo/DDPHENO_0000239,decreased DNA mediated transformation,"Reduction in extent, amount, or degree of DNA mediated transformation."
http://purl.obolibrary.org/obo/DDPHENO_0000533,aberrant anaphase,"Deviation from the normal, usual, or expected events during anaphase."
http://purl.obolibrary.org/obo/DDPHENO_0001183,increased spore size,Increase in relative or proportionate dimensions of the spore.
http://purl.obolibrary.org/obo/DDPHENO_0000074,aberrant localization to microtubules,"Deviation from the normal, usual, or expected localization to the microtubules."
http://purl.obolibrary.org/obo/DDPHENO_0001108,aberrant response to lithium,"Deviation from the normal, usual, or expected events during the response to lithium."
http://purl.obolibrary.org/obo/DDPHENO_0000546,aberrant stalk cell differentiation,"Deviation from the normal, usual, or expected events during differentiation of stalk cells."
http://purl.obolibrary.org/obo/DDPHENO_0001402,decreased protein localization to microtubules,Reduction in amount or accumulation of a protein at the microtubules.
http://purl.obolibrary.org/obo/DDPHENO_0001196,decreased infection rate by Mycobacterium avium,"Reduction in extent, amount, or degree of the infection rate by Mycobacterium avium."
http://purl.obolibrary.org/obo/DDPHENO_0000087,aberrant localization to plasma membrane,"Deviation from the normal, usual, or expected localization to the plasma membrane."
http://purl.obolibrary.org/obo/DDPHENO_0001490,precocious phagosome acidification,Early onset or faster progression of phagosome acidification.
http://purl.obolibrary.org/obo/DDPHENO_0000381,increased sensitivity to TMB-8,"Increase in extent, amount, or degree of sensitivity to TMB-8."
http://purl.obolibrary.org/obo/DDPHENO_0000559,abolished pore formation during contractile vacuole discharge,"Complete inability for pore formation, part of contractile vacuole discharge."
http://purl.obolibrary.org/obo/DDPHENO_0001415,increased fruiting body size,Increase in relative or proportionate dimensions of the fruiting body.
http://purl.obolibrary.org/obo/DDPHENO_0000306,aberrant sorting to prestalk region,"Deviation from the normal, usual, or expected sorting to the prestalk region."
http://purl.obolibrary.org/obo/DDPHENO_0000394,decreased growth rate,"Reduction in extent, amount, or degree of cell proliferation."
http://purl.obolibrary.org/obo/DDPHENO_0001250,abolished cell polarity,Complete inability to establish cell polarity.
http://purl.obolibrary.org/obo/DDPHENO_0000141,decreased negative chemotaxis,"Reduction in extent, amount, or degree of  chemotaxis towards a decreasing chemical concentration."
http://purl.obolibrary.org/obo/DDPHENO_0001428,abolished protein localization to nuclear envelope,Complete inability to localize a protein to the nuclear envelope.
http://purl.obolibrary.org/obo/DDPHENO_0000319,development arrests at tight mound stage,Development cannot progress past the tight mound stage.
http://purl.obolibrary.org/obo/DDPHENO_0001263,aberrant autophagic cell death,"Deviation from the normal, usual, or expected events during autophagic cell death."
http://purl.obolibrary.org/obo/DDPHENO_0000154,aberrant development,"Deviation from the normal, usual, or expected events during development."
http://purl.obolibrary.org/obo/DDPHENO_0001010,aberrant macrocyst differentiation,"Deviation from the normal, usual, or expected events during formation of macrocysts."
http://purl.obolibrary.org/obo/DDPHENO_0001276,abolished engulfment during phagocytosis,"Complete inability of engulfment of attached, recognized, external material."
http://purl.obolibrary.org/obo/DDPHENO_0000167,precocious development,Early onset or faster progression through development.
http://purl.obolibrary.org/obo/DDPHENO_0001023,aberrant prestalk cell differentiation,"Deviation from the normal, usual, or expected events during differentiation of prestalk cells."
http://purl.obolibrary.org/obo/DDPHENO_0000461,decreased intracellular pH level,Reduction in amount or accumulation of hydrogen ions in the cell.
http://purl.obolibrary.org/obo/DDPHENO_0001289,abolished catalytic activity,Complete absence of catalytic activity.
http://purl.obolibrary.org/obo/DDPHENO_0001036,aberrant response to oxidative stress,"Deviation from the normal, usual, or expected events during the response to oxidative stress."
http://purl.obolibrary.org/obo/DDPHENO_0000474,decreased lateral pseudopod formation,"Reduction in extent, amount, or degree of formation of lateral pseudopod."
http://purl.obolibrary.org/obo/DDPHENO_0001330,increased extracellular cAMP level,Increase in amount or accumulation of extracellular cAMP.
http://purl.obolibrary.org/obo/DDPHENO_0001508,abolished protein localization to cell cortex,Complete inability to localize a protein to the cell cortex.
http://purl.obolibrary.org/obo/DDPHENO_0001049,aberrant bleb formation,"Deviation from the normal, usual, or expected events during bleb formation."
http://purl.obolibrary.org/obo/DDPHENO_0000487,abolished sorting to prestalk region,Complete inability for cells to sort to the prestalk region during the slug stage.
http://purl.obolibrary.org/obo/DDPHENO_0001343,increased protein phosphorylation,Increase in amount or accumulation of phosphorylation of a protein.
http://purl.obolibrary.org/obo/DDPHENO_0000234,aberrant mitosis,"Deviation from the normal, usual, or expected events during mitosis."
http://purl.obolibrary.org/obo/DDPHENO_0001356,abolished basal disc formation,Complete absence of the basal disc.
http://purl.obolibrary.org/obo/DDPHENO_0000247,abolished double strand break repair,Complete inability for double strand break DNA repair.
http://purl.obolibrary.org/obo/DDPHENO_0001103,decreased culmination,"Reduction in extent, amount, or degree of culminants, resulting in fewer fruiting bodies."
http://purl.obolibrary.org/obo/DDPHENO_0001191,increased number of autophagosomes,Quantitative increase in autophagosomes.
http://purl.obolibrary.org/obo/DDPHENO_0000082,decreased localization to nuclear envelope,Reduction in amount or accumulation at the nuclear envelope.
http://purl.obolibrary.org/obo/DDPHENO_0001369,increased lower cup size,Increase in relative or proportionate dimensions of the lower cup.
http://purl.obolibrary.org/obo/DDPHENO_0001116,precocious gene expression,Early onset or faster progression in the expression of genes.
http://purl.obolibrary.org/obo/DDPHENO_0000007,decreased autophagy,"Reduction in extent, amount, or degree of autophagy."
http://purl.obolibrary.org/obo/DDPHENO_0000554,aberrant contractile vacuole tethering involved in discharge,"Deviation from the normal, usual, or expected events during contractile vacuole attachment to the plasma membrane involved in discharge."
http://purl.obolibrary.org/obo/DDPHENO_0001410,"abolished phosphatidylinositol-4,5-bisphosphate binding","Complete absence of phosphatidylinositol-4,5-bisphosphate binding."
http://purl.obolibrary.org/obo/DDPHENO_0000301,increased gene expression,"Increase in extent, amount, or degree of gene expression."
http://purl.obolibrary.org/obo/DDPHENO_0000095,decreased localization to pseudopodium,Reduction in amount or accumulation at pseudopodia.
http://purl.obolibrary.org/obo/DDPHENO_0001129,increased taxis,"Increase in extent, amount, or degree of the response to an external stimulus."
http://purl.obolibrary.org/obo/DDPHENO_0000567,aberrant lipid droplet formation,"Deviation from the normal, usual, or expected formation of lipid droplets."
http://purl.obolibrary.org/obo/DDPHENO_0001423,aberrant nuclear envelope morphology,"Deviation from the normal, usual, or expected morphology of the nuclear envelope."
http://purl.obolibrary.org/obo/DDPHENO_0001436,increased histone deacetylase activity,"Increase in extent, amount, or degree of histone deacetylase activity."
http://purl.obolibrary.org/obo/DDPHENO_0000327,aberrant small molecule binding,"Deviation from the normal, usual, or expected binding  a small molecule."
http://purl.obolibrary.org/obo/DDPHENO_0001271,decreased non-apoptotic programmed cell death,"Reduction in extent, amount, or degree of non-apoptotic programmed cell death."
http://purl.obolibrary.org/obo/DDPHENO_0000162,delayed development,Late onset or slower progression through development.
http://purl.obolibrary.org/obo/DDPHENO_0001449,increased F-actin depolymerization,"Increase in extent, amount, or degree of F-actin depolymerization."
http://purl.obolibrary.org/obo/DDPHENO_0001284,decreased Ras guanyl-nucleotide exchange factor activity,"Redution in extent, amount, or degree of Ras guanyl-nucleotide exchange factor activity."
http://purl.obolibrary.org/obo/DDPHENO_0000175,decreased prespore cell differentiation,"Reduction in extent, amount, or degree of differentiation into prespore cells."
http://purl.obolibrary.org/obo/DDPHENO_0001031,aberrant response to abiotic stimulus,"Deviation from the normal, usual, or expected events during the response to abiotic stimulus."
http://purl.obolibrary.org/obo/DDPHENO_0001209,aberrant translation,"Deviation from the normal, usual, or expected events during translation."
http://purl.obolibrary.org/obo/DDPHENO_0001503,abolished protein stabilization,Complete elimination of protein stabilization.
http://purl.obolibrary.org/obo/DDPHENO_0001297,abolished lysosomal enzyme activity,Complete absence of lysosomal enzyme activity.
http://purl.obolibrary.org/obo/DDPHENO_0000188,decreased phagocytosis,"Reduction in extent, amount, or degree of phagocytosis."
http://purl.obolibrary.org/obo/DDPHENO_0001044,aberrant cell adhesion,"Deviation from the normal, usual, or expected events during cell adhesion."
http://purl.obolibrary.org/obo/DDPHENO_0000482,aberrant streaming,"Deviation from the normal, usual, or expected process of streaming."
http://purl.obolibrary.org/obo/DDPHENO_0001516,decreased mitochondrial fusion,Quantitative reduction of mitochondrial fusion.
http://purl.obolibrary.org/obo/DDPHENO_0000407,decreased chemoattractant-mediated F-actin polymerization,"Reduction in extent, amount, or degree of F-actin polymerization in response to chemoattractant."
http://purl.obolibrary.org/obo/DDPHENO_0001057,abolished F-actin polymerization,Complete inability to polymerize actin into F-actin.
http://purl.obolibrary.org/obo/DDPHENO_0000495,decreased cytosine methylation in genomic DNA,"Reduction in extent, amount, or degree of cytosine methylation in genomic DNA."
http://purl.obolibrary.org/obo/DDPHENO_0001351,increased protein serine phosphorylation,Increase in amount or accumulation of serine phosphorylation of a protein.
http://purl.obolibrary.org/obo/DDPHENO_0001457,aberrant DNA repair,"Deviation from the normal, usual, or expected events during DNA repair."
http://purl.obolibrary.org/obo/DDPHENO_0000242,aberrant DNA repair,"Deviation from the normal, usual, or expected events during DNA repair."
http://purl.obolibrary.org/obo/DDPHENO_0001529,aberrant regulation of vegetative growth,"Deviation from the normal, usual, or expected events during the regulation of vegetative growth."
http://purl.obolibrary.org/obo/DDPHENO_0001364,increased outer basal disc size,Increase in relative or proportionate dimensions of the outer basal disc.
http://purl.obolibrary.org/obo/DDPHENO_0000255,aberrant potassium-dependent chemotaxis to cAMP,"Deviation from the normal, usual, or expected events during the locomotory response to potassium-dependent  cAMP chemotaxis."
http://purl.obolibrary.org/obo/DDPHENO_0001111,decreased exocytosis,"Reduction in extent, amount, or degree of exocytosis."
http://purl.obolibrary.org/obo/DDPHENO_0000002,aberrant standing slug morphology,"Deviation from the normal, usual, or expected morphology of the standing slug (finger)."
http://purl.obolibrary.org/obo/DDPHENO_0000090,aberrant endocytosis,"Deviation from the normal, usual, or expected events during endocytosis."
http://purl.obolibrary.org/obo/DDPHENO_0001377,increased intracellular pH level,Increase in amount or accumulation of hydrogen ions in the cell.
http://purl.obolibrary.org/obo/DDPHENO_0001124,increased thermotaxis,"Increase in extent, amount, or degree of thermotaxis."
http://purl.obolibrary.org/obo/DDPHENO_0000015,increased microRNA processing,Increase in level of microRNA processing.
http://purl.obolibrary.org/obo/DDPHENO_0000562,increased endosomal vesicle fusion,"Increase in extent, amount, or degree of homotypic fusion of endocytic vesicles to form or add to an early endosome."
http://purl.obolibrary.org/obo/DDPHENO_0001137,aberrant regulation of GTPase activity,"Deviation from the normal, usual, or expected events during the regulation of the activity of a GTPase."
http://purl.obolibrary.org/obo/DDPHENO_0000028,abolished stalk formation,Complete inability for formation of the stalk.
http://purl.obolibrary.org/obo/DDPHENO_0000575,aberrant double-strand break repair via nonhomologous end joining,"Deviation from the normal, usual, or expected events during double-strand break repair of DNA  via nonhomologous end joining."
http://purl.obolibrary.org/obo/DDPHENO_0001431,aberrant tip formation,"Deviation from the normal, usual, or expected events during tip formation."
http://purl.obolibrary.org/obo/DDPHENO_0000322,abolished cellulose binding,Complete absence of cellulose binding.
http://purl.obolibrary.org/obo/DDPHENO_0001444,decreased cell fate determination,"Reduction in extent, amount, or degree when determining cells for a specific fate regardless of its environment."
http://purl.obolibrary.org/obo/DDPHENO_0000335,aberrant electrotaxis,"Deviation from the normal, usual, or expected events during the locomotory response to an electrical field."
http://purl.obolibrary.org/obo/DDPHENO_0000170,increased prespore cell differentiation,"Increase in extent, amount, or degree of differentiation into prespore cells."
http://purl.obolibrary.org/obo/DDPHENO_0000348,increased protein kinase activity,"Increase in extent, amount, or degree of protein kinase activity."
http://purl.obolibrary.org/obo/DDPHENO_0001204,increased endosome size,Increase in relative or proportionate dimensions of the endosome.
http://purl.obolibrary.org/obo/DDPHENO_0001292,abolished actin-dependent ATPase activity,Complete absence of actin-dependent ATPase activity.
